Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2023-02-07,Vehicle Fleet Lease,WIR4000520,598087.11,,246336154.16,Rent Expense,WITHDRAWAL
2023-02-09,Point of Care Testing,WIR4000521,,476955.15,246813109.31,Lab Revenue,DEPOSIT
2023-02-15,Telehealth Infrastructure,CHK4000522,846898.50,,245966210.81,Rent Expense,WITHDRAWAL
2023-02-18,Complete Blood Count Test,BAL4000523,,583590.29,246549801.10,Lab Revenue,DEPOSIT
2023-02-19,Respiratory Support,BAL4000524,593868.93,,245955932.17,Medical Supplies,WITHDRAWAL
2023-02-21,Reimbursement - Anthem Select,WIR4000525,,1003884.98,246959817.15,Insurance Revenue,DEPOSIT
2023-02-22,Imaging Center Payment,TXN4000526,,58685.26,247018502.41,Patient Revenue,DEPOSIT
2023-02-25,Campus Security,CHK4000527,1407093.66,,245611408.75,Salary Expense,WITHDRAWAL
2023-02-26,Advanced Wound Care,ACH4000528,358429.71,,245252979.04,Medical Supplies,WITHDRAWAL
2023-02-28,High-Resolution X-Ray,WIR4000529,944315.76,,244308663.28,Equipment,WITHDRAWAL
2023-03-01,Physical Therapy Session,EFT4000530,,600001.36,244908664.64,Patient Revenue,DEPOSIT
2023-03-05,Consultation Fee,BAL4000531,,12983.27,244921647.91,Patient Revenue,DEPOSIT
2023-03-06,Injectable Medication Sales,WIR4000532,,1328391.04,246250038.95,Pharmacy Revenue,DEPOSIT
2023-03-07,Primary Facility Lease,ACH4000533,433050.01,,245816988.94,Rent Expense,WITHDRAWAL
2023-03-08,Hypodermic Needles and Syringes,INV4000534,469108.29,,245347880.65,Medical Supplies,WITHDRAWAL
2023-03-09,Diagnostic Services,ACH4000535,,494430.36,245842311.01,Patient Revenue,DEPOSIT
2023-03-13,Reimbursement - Blue Cross Blue Shield,CHK4000536,,2893652.90,248735963.91,Insurance Revenue,DEPOSIT
2023-03-14,Tissue Sample Analysis,BAL4000537,,903211.96,249639175.87,Lab Revenue,DEPOSIT
2023-03-15,Advanced Wound Care,WIR4000538,138677.12,,249500498.75,Medical Supplies,WITHDRAWAL
2023-03-19,Consultation Fee,INV4000539,,639657.96,250140156.71,Patient Revenue,DEPOSIT
2023-03-22,Visiting Specialist Fees,CHK4000540,804620.05,,249335536.66,Salary Expense,WITHDRAWAL
2023-03-25,Reimbursement - Blue Cross Blue Shield,ACH4000541,,2620237.19,251955773.85,Insurance Revenue,DEPOSIT
2023-04-01,Campus Security,REF4000542,1378784.90,,250576988.95,Salary Expense,WITHDRAWAL
2023-04-02,Behavioral Health Reimbursement,REF4000543,,437604.81,251014593.76,Insurance Revenue,DEPOSIT
2023-04-03,Medical Lab Technician,REF4000544,1314808.97,,249699784.79,Salary Expense,WITHDRAWAL
2023-04-04,Patient Communication,DEP4000545,373119.05,,249326665.74,Software Expense,WITHDRAWAL
2023-04-05,Consultation Fee,ACH4000546,,54086.21,249380751.95,Patient Revenue,DEPOSIT
2023-04-09,Environmental Services,DEP4000547,848076.37,,248532675.58,Salary Expense,WITHDRAWAL
2023-04-12,Pest Control Treatment,INV4000548,712255.13,,247820420.45,Maintenance,WITHDRAWAL
2023-04-17,Reimbursement - United Healthcare,REF4000549,,2658012.70,250478433.15,Insurance Revenue,DEPOSIT
2023-04-19,Surgical Adhesives,REF4000550,641981.66,,249836451.49,Medical Supplies,WITHDRAWAL
2023-04-22,Bedside Monitor System,REF4000551,2322376.15,,247514075.34,Equipment,WITHDRAWAL
2023-04-24,Complete Blood Count Test,TXN4000552,,810440.70,248324516.04,Lab Revenue,DEPOSIT
2023-04-25,Nursing Staff Payroll,WIR4000553,836587.33,,247487928.71,Salary Expense,WITHDRAWAL
2023-04-28,Tissue Sample Analysis,INV4000554,,236484.19,247724412.90,Lab Revenue,DEPOSIT
2023-05-02,Medical Lab Technician,ACH4000555,774476.06,,246949936.84,Salary Expense,WITHDRAWAL
2023-05-03,Toxicology Screen,TXN4000556,,682291.29,247632228.13,Lab Revenue,DEPOSIT
2023-05-06,Surgical Adhesives,DEP4000557,623851.77,,247008376.36,Medical Supplies,WITHDRAWAL
2023-05-11,Environmental Services,REF4000558,652068.12,,246356308.24,Salary Expense,WITHDRAWAL
2023-05-12,Dental Plan Reimbursement,ACH4000559,,3549625.16,249905933.40,Insurance Revenue,DEPOSIT
2023-05-15,Point of Care Testing,DEP4000560,,878945.26,250784878.66,Lab Revenue,DEPOSIT
2023-05-16,Behavioral Health Reimbursement,BAL4000561,,2969934.46,253754813.12,Insurance Revenue,DEPOSIT
2023-05-17,Protective Gear and Clothing,WIR4000562,253766.29,,253501046.83,Medical Supplies,WITHDRAWAL
2023-05-22,Dental Plan Reimbursement,ACH4000563,,916704.42,254417751.25,Insurance Revenue,DEPOSIT
2023-05-23,Emergency Room Charges,TXN4000564,,486129.10,254903880.35,Patient Revenue,DEPOSIT
2023-05-24,Consultation Fee,BAL4000565,,353090.94,255256971.29,Patient Revenue,DEPOSIT
2023-05-25,Surgical Instrument Packs,BAL4000566,237711.01,,255019260.28,Medical Supplies,WITHDRAWAL
2023-05-28,Electrical Power Supply,EFT4000567,297522.59,,254721737.69,Utilities,WITHDRAWAL
2023-05-29,Advanced Ultrasound Machine,BAL4000568,2901467.24,,251820270.45,Equipment,WITHDRAWAL
2023-05-30,Archive Storage Rental,TXN4000569,938276.05,,250881994.40,Rent Expense,WITHDRAWAL
2023-05-31,Diagnostic Services,EFT4000570,,401998.40,251283992.80,Patient Revenue,DEPOSIT
2023-06-02,Telehealth Infrastructure,DEP4000571,633768.97,,250650223.83,Rent Expense,WITHDRAWAL
2023-06-03,IV Therapy Administration,TXN4000572,,481798.31,251132022.14,Pharmacy Revenue,DEPOSIT
2023-06-07,Imaging Center Payment,INV4000573,,198982.75,251331004.89,Patient Revenue,DEPOSIT
2023-06-08,Reimbursement - Cigna PPO,CHK4000574,,3162524.66,254493529.55,Insurance Revenue,DEPOSIT
2023-06-10,Emergency Room Charges,ACH4000575,,261319.65,254754849.20,Patient Revenue,DEPOSIT
2023-06-11,Medical Lab Technician,BAL4000576,652503.26,,254102345.94,Salary Expense,WITHDRAWAL
2023-06-14,Visiting Specialist Fees,EFT4000577,528584.44,,253573761.50,Salary Expense,WITHDRAWAL
2023-06-16,Reimbursement - United Healthcare,DEP4000578,,439749.40,254013510.90,Insurance Revenue,DEPOSIT
2023-06-19,Administrative Personnel,CHK4000579,1213120.24,,252800390.66,Salary Expense,WITHDRAWAL
2023-06-22,Information Technology,WIR4000580,675102.14,,252125288.52,Salary Expense,WITHDRAWAL
2023-06-24,Campus Security,CHK4000581,1138030.08,,250987258.44,Salary Expense,WITHDRAWAL
2023-06-25,Vascular Access Equipment,EFT4000582,134858.27,,250852400.17,Medical Supplies,WITHDRAWAL
2023-06-27,Reimbursement - Aetna Health,WIR4000583,,3156781.06,254009181.23,Insurance Revenue,DEPOSIT
2023-06-28,Billing and Coding Staff,EFT4000584,684333.49,,253324847.74,Salary Expense,WITHDRAWAL
2023-06-30,Drape and Covering Supplies,TXN4000585,626960.77,,252697886.97,Medical Supplies,WITHDRAWAL
2023-07-05,Patient Balance Settlement,WIR4000586,,644955.07,253342842.04,Patient Revenue,DEPOSIT
2023-07-06,Laboratory Test Kits,EFT4000587,597872.94,,252744969.10,Medical Supplies,WITHDRAWAL
2023-07-09,Emergency Room Charges,DEP4000588,,361334.70,253106303.80,Patient Revenue,DEPOSIT
2023-07-11,Reimbursement - Cigna PPO,INV4000589,,3261855.52,256368159.32,Insurance Revenue,DEPOSIT
2023-07-12,Vaccination Administration,DEP4000590,,481871.42,256850030.74,Patient Revenue,DEPOSIT
2023-07-14,Reimbursement - Cigna PPO,TXN4000591,,999040.03,257849070.77,Insurance Revenue,DEPOSIT
2023-07-15,Behavioral Health Reimbursement,CHK4000592,,1125202.59,258974273.36,Insurance Revenue,DEPOSIT
2023-07-18,Campus Security,BAL4000593,843724.85,,258130548.51,Salary Expense,WITHDRAWAL
2023-07-19,Network and Internet,CHK4000594,211257.51,,257919291.00,Utilities,WITHDRAWAL
2023-07-21,Reimbursement - United Healthcare,BAL4000595,,2249299.30,260168590.30,Insurance Revenue,DEPOSIT
2023-07-23,Information Technology,REF4000596,1464250.16,,258704340.14,Salary Expense,WITHDRAWAL
2023-07-26,Visiting Specialist Fees,REF4000597,905203.13,,257799137.01,Salary Expense,WITHDRAWAL
2023-07-29,Operating Room Bill,BAL4000598,,91910.04,257891047.05,Patient Revenue,DEPOSIT
2023-07-30,Reimbursement - Aetna Health,WIR4000599,,2342398.78,260233445.83,Insurance Revenue,DEPOSIT
2023-07-31,Information Technology,INV4000600,525780.58,,259707665.25,Salary Expense,WITHDRAWAL
2023-08-03,Allergy Testing Panel,INV4000601,,964495.34,260672160.59,Lab Revenue,DEPOSIT
2023-08-05,Vehicle Fleet Lease,ACH4000602,1115111.71,,259557048.88,Rent Expense,WITHDRAWAL
2023-08-07,Professional Cleaning Service,DEP4000603,618383.93,,258938664.95,Maintenance,WITHDRAWAL
2023-08-08,Medicare Part B Claim,REF4000604,,1010200.54,259948865.49,Insurance Revenue,DEPOSIT
2023-08-10,Environmental Services,EFT4000605,844272.88,,259104592.61,Salary Expense,WITHDRAWAL
2023-08-16,Specialty Drug Sales,ACH4000606,,1058430.75,260163023.36,Pharmacy Revenue,DEPOSIT
2023-08-17,Reimbursement - Cigna PPO,INV4000607,,3148637.17,263311660.53,Insurance Revenue,DEPOSIT
2023-08-18,Bedside Monitor System,BAL4000608,3742827.51,,259568833.02,Equipment,WITHDRAWAL
2023-08-19,Environmental Services,BAL4000609,1070584.47,,258498248.55,Salary Expense,WITHDRAWAL
2023-08-21,State Medicaid Program,ACH4000610,,811668.64,259309917.19,Insurance Revenue,DEPOSIT
2023-08-30,Patient Balance Settlement,ACH4000611,,463231.37,259773148.56,Patient Revenue,DEPOSIT
2023-09-01,Injectable Medication Sales,INV4000612,,1427274.75,261200423.31,Pharmacy Revenue,DEPOSIT
2023-09-04,Surgical Equipment Rental,BAL4000613,438878.82,,260761544.49,Rent Expense,WITHDRAWAL
2023-09-05,Patient Communication,REF4000614,110548.52,,260650995.97,Software Expense,WITHDRAWAL
2023-09-06,Over-the-Counter Sales,INV4000615,,482017.91,261133013.88,Pharmacy Revenue,DEPOSIT
2023-09-07,Protective Gear and Clothing,ACH4000616,710443.69,,260422570.19,Medical Supplies,WITHDRAWAL
2023-09-08,State Medicaid Program,WIR4000617,,704316.11,261126886.30,Insurance Revenue,DEPOSIT
2023-09-13,Reimbursement - Cigna PPO,WIR4000618,,2247443.94,263374330.24,Insurance Revenue,DEPOSIT
2023-09-15,Network and Internet,CHK4000619,372107.01,,263002223.23,Utilities,WITHDRAWAL
2023-09-24,Behavioral Health Reimbursement,EFT4000620,,2252844.62,265255067.85,Insurance Revenue,DEPOSIT
2023-09-25,Protective Gear and Clothing,BAL4000621,620470.77,,264634597.08,Medical Supplies,WITHDRAWAL
2023-09-27,Medical Oxygen Supply,BAL4000622,522702.40,,264111894.68,Utilities,WITHDRAWAL
2023-09-29,Visiting Specialist Fees,INV4000623,427826.69,,263684067.99,Salary Expense,WITHDRAWAL
2023-09-30,Patient Balance Settlement,WIR4000624,,302590.15,263986658.14,Patient Revenue,DEPOSIT
2023-10-01,Information Technology,EFT4000625,1162581.62,,262824076.52,Salary Expense,WITHDRAWAL
2023-10-02,Environmental Services,WIR4000626,738889.45,,262085187.07,Salary Expense,WITHDRAWAL
2023-10-03,State Medicaid Program,INV4000627,,3298937.29,265384124.36,Insurance Revenue,DEPOSIT
2023-10-04,Consultation Fee,TXN4000628,,264285.27,265648409.63,Patient Revenue,DEPOSIT
2023-10-05,Medical Doctor Compensation,REF4000629,723388.01,,264925021.62,Salary Expense,WITHDRAWAL
2023-10-06,Imaging Center Payment,CHK4000630,,524190.27,265449211.89,Patient Revenue,DEPOSIT
2023-10-08,Specialty Drug Sales,BAL4000631,,185579.58,265634791.47,Pharmacy Revenue,DEPOSIT
2023-10-10,Reimbursement - Cigna PPO,REF4000632,,1775723.24,267410514.71,Insurance Revenue,DEPOSIT
2023-10-15,Reimbursement - Cigna PPO,REF4000633,,2327489.22,269738003.93,Insurance Revenue,DEPOSIT
2023-10-16,Hypodermic Needles and Syringes,ACH4000634,187436.45,,269550567.48,Medical Supplies,WITHDRAWAL
2023-10-19,Environmental Services,REF4000635,1272566.60,,268278000.88,Salary Expense,WITHDRAWAL
2023-10-20,Drape and Covering Supplies,ACH4000636,125724.56,,268152276.32,Medical Supplies,WITHDRAWAL
2023-10-23,Consultation Fee,REF4000637,,681866.80,268834143.12,Patient Revenue,DEPOSIT
2023-10-25,Compliance Safety Audit,TXN4000638,315218.80,,268518924.32,Maintenance,WITHDRAWAL
2023-10-26,Operating Room Bill,TXN4000639,,532489.11,269051413.43,Patient Revenue,DEPOSIT
2023-10-29,Dental Plan Reimbursement,EFT4000640,,3292783.46,272344196.89,Insurance Revenue,DEPOSIT
2023-10-30,Visiting Specialist Fees,INV4000641,1074472.49,,271269724.40,Salary Expense,WITHDRAWAL
2023-11-03,Business Income Tax,REF4000642,1526717.09,,269743007.31,Tax Payment,WITHDRAWAL
2023-11-05,Advanced Wound Care,CHK4000643,746199.64,,268996807.67,Medical Supplies,WITHDRAWAL
2023-11-07,Electrical Power Supply,CHK4000644,369419.48,,268627388.19,Utilities,WITHDRAWAL
2023-11-14,Environmental Services,BAL4000645,1480542.72,,267146845.47,Salary Expense,WITHDRAWAL
2023-11-19,Air Handling System Repair,ACH4000646,323079.27,,266823766.20,Maintenance,WITHDRAWAL
2023-11-20,Information Technology,CHK4000647,1486874.91,,265336891.29,Salary Expense,WITHDRAWAL
2023-11-22,Administrative Personnel,ACH4000648,1151614.26,,264185277.03,Salary Expense,WITHDRAWAL
2023-11-24,Reimbursement - Blue Cross Blue Shield,EFT4000649,,2483064.28,266668341.31,Insurance Revenue,DEPOSIT
2023-11-27,IV Therapy Administration,TXN4000650,,241174.33,266909515.64,Pharmacy Revenue,DEPOSIT
2023-11-28,Patient Beds and Mattresses,INV4000651,1076623.24,,265832892.40,Medical Supplies,WITHDRAWAL
2023-12-05,Medical Doctor Compensation,WIR4000652,458985.96,,265373906.44,Salary Expense,WITHDRAWAL
2023-12-06,Patient Balance Settlement,ACH4000653,,171599.40,265545505.84,Patient Revenue,DEPOSIT
2023-12-10,Physical Therapy Session,WIR4000654,,217766.30,265763272.14,Patient Revenue,DEPOSIT
2023-12-12,Clinical Fellow Stipend,DEP4000655,1393813.59,,264369458.55,Salary Expense,WITHDRAWAL
2023-12-13,Nursing Staff Payroll,WIR4000656,1036717.45,,263332741.10,Salary Expense,WITHDRAWAL
2023-12-14,Reimbursement - Cigna PPO,CHK4000657,,2319974.04,265652715.14,Insurance Revenue,DEPOSIT
2023-12-20,Medicare Part B Claim,EFT4000658,,542161.61,266194876.75,Insurance Revenue,DEPOSIT
2023-12-23,Vascular Access Equipment,EFT4000659,210661.21,,265984215.54,Medical Supplies,WITHDRAWAL
2023-12-25,Laboratory Test Kits,DEP4000660,813195.22,,265171020.32,Medical Supplies,WITHDRAWAL
2023-12-29,Administrative Personnel,REF4000661,694852.84,,264476167.48,Salary Expense,WITHDRAWAL
2023-12-31,Pathology Microscope,BAL4000662,1827453.89,,262648713.59,Equipment,WITHDRAWAL
2024-01-03,Hypodermic Needles and Syringes,DEP4000663,1093031.58,,261555682.01,Medical Supplies,WITHDRAWAL
2024-01-04,Reimbursement - United Healthcare,CHK4000664,,2839850.16,264395532.17,Insurance Revenue,DEPOSIT
2024-01-06,Consultation Fee,WIR4000665,,380796.04,264776328.21,Patient Revenue,DEPOSIT
2024-01-07,Drug Administration Fee,WIR4000666,,556162.17,265332490.38,Patient Revenue,DEPOSIT
2024-01-08,Reimbursement - Aetna Health,INV4000667,,923787.32,266256277.70,Insurance Revenue,DEPOSIT
2024-01-09,Reimbursement - Aetna Health,BAL4000668,,1917343.75,268173621.45,Insurance Revenue,DEPOSIT
2024-01-10,Vaccination Administration,ACH4000669,,495285.39,268668906.84,Patient Revenue,DEPOSIT
2024-01-12,Reimbursement - Anthem Select,ACH4000670,,2405464.61,271074371.45,Insurance Revenue,DEPOSIT
2024-01-13,Vaccination Administration,WIR4000671,,261964.20,271336335.65,Patient Revenue,DEPOSIT
2024-01-16,Microsoft Enterprise,BAL4000672,82818.67,,271253516.98,Software Expense,WITHDRAWAL
2024-01-20,Heating and Cooling,CHK4000673,184069.32,,271069447.66,Utilities,WITHDRAWAL
2024-01-21,IV Therapy Administration,DEP4000674,,1187451.69,272256899.35,Pharmacy Revenue,DEPOSIT
2024-01-23,Equipment Purchase Fund,INV4000675,,13418.32,272270317.67,Transfer,TRANSFER
2024-01-25,Protective Gear and Clothing,BAL4000676,92427.14,,272177890.53,Medical Supplies,WITHDRAWAL
2024-01-26,Administrative Personnel,WIR4000677,1365440.41,,270812450.12,Salary Expense,WITHDRAWAL
2024-01-27,Respiratory Support,INV4000678,219374.85,,270593075.27,Medical Supplies,WITHDRAWAL
2024-01-30,Allergy Testing Panel,INV4000679,,892014.84,271485090.11,Lab Revenue,DEPOSIT
2024-01-31,Plumbing System Service,ACH4000680,396936.50,,271088153.61,Maintenance,WITHDRAWAL
2024-02-02,Drug Administration Fee,BAL4000681,,171158.56,271259312.17,Patient Revenue,DEPOSIT
2024-02-05,Administrative Personnel,EFT4000682,1239386.18,,270019925.99,Salary Expense,WITHDRAWAL
2024-02-09,Vaccination Administration,ACH4000683,,413242.42,270433168.41,Patient Revenue,DEPOSIT
2024-02-13,Imaging Center Payment,WIR4000684,,695065.62,271128234.03,Patient Revenue,DEPOSIT
2024-02-14,Visiting Specialist Fees,WIR4000685,1371455.77,,269756778.26,Salary Expense,WITHDRAWAL
2024-02-17,Imaging Center Payment,EFT4000686,,62633.91,269819412.17,Patient Revenue,DEPOSIT
2024-02-18,Reimbursement - Blue Cross Blue Shield,WIR4000687,,1732846.79,271552258.96,Insurance Revenue,DEPOSIT
2024-02-21,Visiting Specialist Fees,INV4000688,1102763.96,,270449495.00,Salary Expense,WITHDRAWAL
2024-02-24,Information Technology,INV4000689,582263.49,,269867231.51,Salary Expense,WITHDRAWAL
2024-02-25,Administrative Personnel,INV4000690,1110177.10,,268757054.41,Salary Expense,WITHDRAWAL
2024-02-26,Laboratory Test Kits,CHK4000691,489812.47,,268267241.94,Medical Supplies,WITHDRAWAL
2024-02-27,Surgical Adhesives,ACH4000692,1066524.89,,267200717.05,Medical Supplies,WITHDRAWAL
2024-02-29,Hypodermic Needles and Syringes,CHK4000693,1102146.68,,266098570.37,Medical Supplies,WITHDRAWAL
2024-03-02,Over-the-Counter Sales,TXN4000694,,1089994.55,267188564.92,Pharmacy Revenue,DEPOSIT
2024-03-04,Clinical Fellow Stipend,ACH4000695,795204.75,,266393360.17,Salary Expense,WITHDRAWAL
2024-03-06,High-Resolution X-Ray,TXN4000696,1016110.02,,265377250.15,Equipment,WITHDRAWAL
2024-03-07,Reimbursement - Anthem Select,DEP4000697,,3396227.38,268773477.53,Insurance Revenue,DEPOSIT
2024-03-08,Reimbursement - United Healthcare,TXN4000698,,2507601.77,271281079.30,Insurance Revenue,DEPOSIT
2024-03-17,Diagnostic Services,BAL4000699,,438980.00,271720059.30,Patient Revenue,DEPOSIT
2024-03-20,Emergency Room Charges,TXN4000700,,603703.41,272323762.71,Patient Revenue,DEPOSIT
2024-03-21,Administrative Personnel,CHK4000701,1224550.61,,271099212.10,Salary Expense,WITHDRAWAL
2024-03-22,Patient Beds and Mattresses,BAL4000702,472515.06,,270626697.04,Medical Supplies,WITHDRAWAL
2024-03-27,Injectable Medication Sales,DEP4000703,,382265.25,271008962.29,Pharmacy Revenue,DEPOSIT
2024-03-28,Medical Lab Technician,CHK4000704,463757.48,,270545204.81,Salary Expense,WITHDRAWAL
2024-04-02,Protective Gear and Clothing,ACH4000705,272861.23,,270272343.58,Medical Supplies,WITHDRAWAL
2024-04-03,Medical Doctor Compensation,ACH4000706,1328876.01,,268943467.57,Salary Expense,WITHDRAWAL
2024-04-04,Medical Device Lease,TXN4000707,1130017.87,,267813449.70,Rent Expense,WITHDRAWAL
2024-04-05,Consultation Fee,INV4000708,,527285.36,268340735.06,Patient Revenue,DEPOSIT
2024-04-07,Diagnostic Services,ACH4000709,,96277.90,268437012.96,Patient Revenue,DEPOSIT
2024-04-11,Surgical Adhesives,BAL4000710,556256.72,,267880756.24,Medical Supplies,WITHDRAWAL
2024-04-14,Point of Care Testing,BAL4000711,,114523.75,267995279.99,Lab Revenue,DEPOSIT
2024-04-16,Protective Gear and Clothing,TXN4000712,230509.78,,267764770.21,Medical Supplies,WITHDRAWAL
2024-04-19,Reimbursement - Anthem Select,ACH4000713,,2264127.34,270028897.55,Insurance Revenue,DEPOSIT
2024-04-20,Waste Disposal,INV4000714,420262.51,,269608635.04,Utilities,WITHDRAWAL
2024-04-21,Operating Room Bill,TXN4000715,,705694.17,270314329.21,Patient Revenue,DEPOSIT
2024-04-24,Allergy Testing Panel,INV4000716,,925206.63,271239535.84,Lab Revenue,DEPOSIT
2024-04-25,IV Therapy Administration,CHK4000717,,891481.23,272131017.07,Pharmacy Revenue,DEPOSIT
2024-04-28,Professional License Tax,BAL4000718,641000.25,,271490016.82,Tax Payment,WITHDRAWAL
2024-05-04,Urgent Care Visit,EFT4000719,,640057.40,272130074.22,Patient Revenue,DEPOSIT
2024-05-05,Emergency Room Charges,ACH4000720,,438355.75,272568429.97,Patient Revenue,DEPOSIT
2024-05-06,Billing and Coding Staff,WIR4000721,976794.48,,271591635.49,Salary Expense,WITHDRAWAL
2024-05-10,Visiting Specialist Fees,DEP4000722,1361104.36,,270230531.13,Salary Expense,WITHDRAWAL
2024-05-11,Revenue Cycle Platform,INV4000723,163533.77,,270066997.36,Software Expense,WITHDRAWAL
2024-05-13,Hypodermic Needles and Syringes,WIR4000724,333528.50,,269733468.86,Medical Supplies,WITHDRAWAL
2024-05-14,Operating Room Bill,EFT4000725,,102182.44,269835651.30,Patient Revenue,DEPOSIT
2024-05-16,Reimbursement - Aetna Health,TXN4000726,,1104857.64,270940508.94,Insurance Revenue,DEPOSIT
2024-05-20,Health Records System License,TXN4000727,77515.26,,270862993.68,Software Expense,WITHDRAWAL
2024-05-23,Medical Doctor Compensation,CHK4000728,988291.47,,269874702.21,Salary Expense,WITHDRAWAL
2024-05-24,Archive Storage Rental,WIR4000729,541385.38,,269333316.83,Rent Expense,WITHDRAWAL
2024-05-28,Thyroid Function Panel,BAL4000730,,532357.05,269865673.88,Lab Revenue,DEPOSIT
2024-05-29,Reimbursement - Anthem Select,CHK4000731,,3109656.33,272975330.21,Insurance Revenue,DEPOSIT
2024-06-04,Clinical Fellow Stipend,INV4000732,1069871.43,,271905458.78,Salary Expense,WITHDRAWAL
2024-06-09,Emergency Room Charges,DEP4000733,,87822.51,271993281.29,Patient Revenue,DEPOSIT
2024-06-10,Electrical Wiring Upgrade,WIR4000734,611192.64,,271382088.65,Maintenance,WITHDRAWAL
2024-06-12,Campus Security,BAL4000735,979381.55,,270402707.10,Salary Expense,WITHDRAWAL
2024-06-13,Imaging Center Payment,CHK4000736,,541867.42,270944574.52,Patient Revenue,DEPOSIT
2024-06-14,Cloud Services Lease,INV4000737,927784.20,,270016790.32,Rent Expense,WITHDRAWAL
2024-06-19,Administrative Personnel,BAL4000738,706068.12,,269310722.20,Salary Expense,WITHDRAWAL
2024-06-20,Medical Lab Technician,BAL4000739,411351.70,,268899370.50,Salary Expense,WITHDRAWAL
2024-06-23,Drug Administration Fee,BAL4000740,,101998.20,269001368.70,Patient Revenue,DEPOSIT
2024-06-25,Antibiotic Treatment,DEP4000741,,1064037.34,270065406.04,Pharmacy Revenue,DEPOSIT
2024-06-28,Imaging Equipment Lease,REF4000742,1158466.13,,268906939.91,Rent Expense,WITHDRAWAL
2024-07-06,Consultation Fee,TXN4000743,,530686.87,269437626.78,Patient Revenue,DEPOSIT
2024-07-11,Environmental Services,INV4000744,564093.76,,268873533.02,Salary Expense,WITHDRAWAL
2024-07-13,Reimbursement - Blue Cross Blue Shield,INV4000745,,1601172.64,270474705.66,Insurance Revenue,DEPOSIT
2024-07-14,Surgical Adhesives,DEP4000746,525938.39,,269948767.27,Medical Supplies,WITHDRAWAL
2024-07-16,Protective Gear and Clothing,CHK4000747,416611.72,,269532155.55,Medical Supplies,WITHDRAWAL
2024-07-20,Administrative Personnel,CHK4000748,1442036.21,,268090119.34,Salary Expense,WITHDRAWAL
2024-07-21,Urgent Care Visit,EFT4000749,,472899.43,268563018.77,Patient Revenue,DEPOSIT
2024-07-23,Medical Lab Technician,ACH4000750,962412.56,,267600606.21,Salary Expense,WITHDRAWAL
2024-07-26,Billing and Coding Staff,BAL4000751,971967.80,,266628638.41,Salary Expense,WITHDRAWAL
2024-07-27,Prescription Filling Revenue,EFT4000752,,695855.67,267324494.08,Pharmacy Revenue,DEPOSIT
2024-07-29,Air Handling System Repair,ACH4000753,513418.17,,266811075.91,Maintenance,WITHDRAWAL
2024-07-30,Diagnostic Services,REF4000754,,358801.81,267169877.72,Patient Revenue,DEPOSIT
2024-08-04,Patient Balance Settlement,DEP4000755,,457545.09,267627422.81,Patient Revenue,DEPOSIT
2024-08-05,Reimbursement - Anthem Select,ACH4000756,,2083752.93,269711175.74,Insurance Revenue,DEPOSIT
2024-08-07,Professional Cleaning Service,DEP4000757,170182.75,,269540992.99,Maintenance,WITHDRAWAL
2024-08-10,Specialty Drug Sales,WIR4000758,,1291048.36,270832041.35,Pharmacy Revenue,DEPOSIT
2024-08-11,Advanced Genomic Testing,DEP4000759,,919417.47,271751458.82,Lab Revenue,DEPOSIT
2024-08-12,Reimbursement - Blue Cross Blue Shield,BAL4000760,,218511.02,271969969.84,Insurance Revenue,DEPOSIT
2024-08-16,Air Handling System Repair,BAL4000761,508074.29,,271461895.55,Maintenance,WITHDRAWAL
2024-08-21,Medicare Part B Claim,INV4000762,,2438832.19,273900727.74,Insurance Revenue,DEPOSIT
2024-08-22,Dental Plan Reimbursement,EFT4000763,,1601510.59,275502238.33,Insurance Revenue,DEPOSIT
2024-08-24,Administrative Personnel,REF4000764,885973.76,,274616264.57,Salary Expense,WITHDRAWAL
2024-08-26,Medical Doctor Compensation,ACH4000765,850277.34,,273765987.23,Salary Expense,WITHDRAWAL
2024-08-28,Reimbursement - Cigna PPO,CHK4000766,,1740945.26,275506932.49,Insurance Revenue,DEPOSIT
2024-08-29,Clinical Fellow Stipend,BAL4000767,780989.64,,274725942.85,Salary Expense,WITHDRAWAL
2024-08-30,Vaccination Administration,INV4000768,,383511.24,275109454.09,Patient Revenue,DEPOSIT
2024-09-02,Reimbursement - Blue Cross Blue Shield,EFT4000769,,2655930.22,277765384.31,Insurance Revenue,DEPOSIT
2024-09-03,Mechanical Ventilator,BAL4000770,3610382.03,,274155002.28,Equipment,WITHDRAWAL
2024-09-04,Consultation Fee,EFT4000771,,355598.84,274510601.12,Patient Revenue,DEPOSIT
2024-09-05,Reimbursement - Humana Plus,TXN4000772,,2330274.11,276840875.23,Insurance Revenue,DEPOSIT
2024-09-08,Operating Room Bill,DEP4000773,,247349.26,277088224.49,Patient Revenue,DEPOSIT
2024-09-13,Urgent Care Visit,EFT4000774,,75197.73,277163422.22,Patient Revenue,DEPOSIT
2024-09-14,Emergency Room Charges,BAL4000775,,65194.87,277228617.09,Patient Revenue,DEPOSIT
2024-09-15,Medical Lab Technician,REF4000776,1269601.24,,275959015.85,Salary Expense,WITHDRAWAL
2024-09-16,Health Records System License,TXN4000777,291726.52,,275667289.33,Software Expense,WITHDRAWAL
2024-09-17,Vascular Access Equipment,INV4000778,634854.70,,275032434.63,Medical Supplies,WITHDRAWAL
