Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2025-09-24,Automated External Defibrillator,DEP2000523,12981.74,,1019988.36,Equipment,WITHDRAWAL
2025-09-25,Claim Reimbursement - Humana Choice,ACH2000524,,3104.12,1023092.48,Insurance Revenue,DEPOSIT
2025-09-26,Allergy Panel Testing,INV2000525,,3653.69,1026746.17,Lab Revenue,DEPOSIT
2025-09-27,Allergy Panel Testing,TXN2000526,,3148.71,1029894.88,Lab Revenue,DEPOSIT
2025-09-28,Pharmacy Copay,DEP2000527,,2873.71,1032768.59,Patient Revenue,DEPOSIT
2025-09-30,Allergy Panel Testing,EFT2000528,,3728.23,1036496.82,Lab Revenue,DEPOSIT
2025-10-01,CT Scanner Upgrade,DEP2000529,11872.26,,1024624.56,Equipment,WITHDRAWAL
2025-10-02,Lab Work Payment,CHK2000530,,720.87,1025345.43,Patient Revenue,DEPOSIT
2025-10-03,Patient Co-pay - Office Visit,EFT2000531,,209.53,1025554.96,Patient Revenue,DEPOSIT
2025-10-06,Patient Co-pay - Office Visit,DEP2000532,,2753.37,1028308.33,Patient Revenue,DEPOSIT
2025-10-07,Rapid Antigen Testing,EFT2000533,,1700.06,1030008.39,Lab Revenue,DEPOSIT
2025-10-08,Claim Reimbursement - Humana Choice,ACH2000534,,15171.86,1045180.25,Insurance Revenue,DEPOSIT
2025-10-09,Specialist Consultation,INV2000535,,723.32,1045903.57,Patient Revenue,DEPOSIT
2025-10-10,Surgical Light Arrays,WIR2000536,6703.32,,1039200.25,Equipment,WITHDRAWAL
2025-10-11,Physician Payroll,ACH2000537,4452.64,,1034747.61,Salary Expense,WITHDRAWAL
2025-10-12,Housekeeping Payroll,TXN2000538,13151.98,,1021595.63,Salary Expense,WITHDRAWAL
2025-10-13,Surgical Procedure Payment,EFT2000539,,2827.40,1024423.03,Patient Revenue,DEPOSIT
2025-10-14,OTC Medication Sales,DEP2000540,,5189.75,1029612.78,Pharmacy Revenue,DEPOSIT
2025-10-15,Controlled Substance Dispensing,TXN2000541,,3405.70,1033018.48,Pharmacy Revenue,DEPOSIT
2025-10-16,Rehabilitation Services,WIR2000542,,2149.38,1035167.86,Patient Revenue,DEPOSIT
2025-10-17,Lab Work Payment,REF2000543,,2069.80,1037237.66,Patient Revenue,DEPOSIT
2025-10-18,Claim Reimbursement - United,TXN2000544,,8625.78,1045863.44,Insurance Revenue,DEPOSIT
2025-10-19,Returned Item Fee,INV2000545,81.25,,1045782.19,Bank Fees,WITHDRAWAL
2025-10-20,Deposit Box Rental,ACH2000546,158.29,,1045623.90,Bank Fees,WITHDRAWAL
2025-10-22,Infusion Line Supplies,WIR2000547,442.37,,1045181.53,Medical Supplies,WITHDRAWAL
2025-10-23,Claim Reimbursement - Anthem PPO,TXN2000548,,12066.58,1057248.11,Insurance Revenue,DEPOSIT
2025-10-27,Lab Work Payment,INV2000549,,2639.40,1059887.51,Patient Revenue,DEPOSIT
2025-10-28,Wound Care Dressing Supply,CHK2000550,553.88,,1059333.63,Medical Supplies,WITHDRAWAL
2025-10-29,Claim Reimbursement - United,CHK2000551,,6657.58,1065991.21,Insurance Revenue,DEPOSIT
2025-10-30,Immunization Fee,WIR2000552,,315.49,1066306.70,Patient Revenue,DEPOSIT
2025-11-03,Claim Reimbursement - United,CHK2000553,,8999.67,1075306.37,Insurance Revenue,DEPOSIT
2025-11-04,Injectable Medication Sales,INV2000554,,1192.80,1076499.17,Pharmacy Revenue,DEPOSIT
2025-11-05,Specialist Consultation,DEP2000555,,320.87,1076820.04,Patient Revenue,DEPOSIT
2025-11-06,Lab Work Payment,CHK2000556,,2096.70,1078916.74,Patient Revenue,DEPOSIT
2025-11-07,Pharmacy Copay,REF2000557,,2888.55,1081805.29,Patient Revenue,DEPOSIT
2025-11-09,Radiology Services Payment,ACH2000558,,1906.93,1083712.22,Patient Revenue,DEPOSIT
2025-11-11,Surgical Instrument Sterilization,ACH2000559,2342.27,,1081369.95,Medical Supplies,WITHDRAWAL
2025-11-12,Revenue Cycle Payroll,ACH2000560,11626.42,,1069743.53,Salary Expense,WITHDRAWAL
2025-11-13,Radiology Services Payment,EFT2000561,,2775.14,1072518.67,Patient Revenue,DEPOSIT
2025-11-15,Mental Health Coverage Reimbursement,DEP2000562,,4785.15,1077303.82,Insurance Revenue,DEPOSIT
2025-11-16,Clinic Visit Payment,TXN2000563,,1623.38,1078927.20,Patient Revenue,DEPOSIT
2025-11-17,Sterile Needle and Syringe Stock,ACH2000564,5640.52,,1073286.68,Medical Supplies,WITHDRAWAL
2025-11-18,Claim Reimbursement - BCBS,ACH2000565,,2064.81,1075351.49,Insurance Revenue,DEPOSIT
2025-11-19,OTC Medication Sales,DEP2000566,,5525.54,1080877.03,Pharmacy Revenue,DEPOSIT
2025-11-20,Specialist Consultation,REF2000567,,107.07,1080984.10,Patient Revenue,DEPOSIT
2025-11-21,Clinic Visit Payment,ACH2000568,,380.86,1081364.96,Patient Revenue,DEPOSIT
2025-11-22,Clinic Visit Payment,WIR2000569,,81.77,1081446.73,Patient Revenue,DEPOSIT
2025-11-24,Vaccine Administration Fees,REF2000570,,5156.61,1086603.34,Pharmacy Revenue,DEPOSIT
2025-11-25,Injectable Medication Sales,DEP2000571,,4645.72,1091249.06,Pharmacy Revenue,DEPOSIT
2025-11-26,Claim Reimbursement - Aetna Plus,EFT2000572,,10555.16,1101804.22,Insurance Revenue,DEPOSIT
2025-11-27,Janitorial Services,ACH2000573,1568.63,,1100235.59,Maintenance,WITHDRAWAL
2025-11-28,FICA Payroll Tax,EFT2000574,7108.91,,1093126.68,Tax Payment,WITHDRAWAL
2025-11-29,Patient Co-pay - Office Visit,DEP2000575,,238.65,1093365.33,Patient Revenue,DEPOSIT
2025-11-30,Janitorial Services,REF2000576,2443.44,,1090921.89,Maintenance,WITHDRAWAL
2025-12-03,Registered Nurse Payroll,DEP2000577,9586.79,,1081335.10,Salary Expense,WITHDRAWAL
2025-12-04,Lab Work Payment,REF2000578,,2658.07,1083993.17,Patient Revenue,DEPOSIT
2025-12-05,Histopathology Analysis,CHK2000579,,2875.54,1086868.71,Lab Revenue,DEPOSIT
2025-12-06,3D Ultrasound Machine,DEP2000580,32534.15,,1054334.56,Equipment,WITHDRAWAL
2025-12-08,Surgical Procedure Payment,DEP2000581,,738.24,1055072.80,Patient Revenue,DEPOSIT
2025-12-10,Hospital Grade Beds,WIR2000582,3375.09,,1051697.71,Medical Supplies,WITHDRAWAL
2025-12-11,HVAC System Maintenance,CHK2000583,2691.97,,1049005.74,Utilities,WITHDRAWAL
2025-12-12,Allergy Panel Testing,DEP2000584,,2832.96,1051838.70,Lab Revenue,DEPOSIT
2025-12-14,Vaccine Administration Fees,WIR2000585,,3088.67,1054927.37,Pharmacy Revenue,DEPOSIT
2025-12-15,Radiology Services Payment,REF2000586,,1180.69,1056108.06,Patient Revenue,DEPOSIT
2025-12-16,Claim Reimbursement - Anthem PPO,ACH2000587,,16066.35,1072174.41,Insurance Revenue,DEPOSIT
2025-12-17,Telephone System Bill,REF2000588,2399.47,,1069774.94,Utilities,WITHDRAWAL
2025-12-18,Surgical Procedure Payment,CHK2000589,,374.03,1070148.97,Patient Revenue,DEPOSIT
2025-12-19,Wound Care Dressing Supply,EFT2000590,8344.16,,1061804.81,Medical Supplies,WITHDRAWAL
2025-12-21,Claim Reimbursement - Cigna Select,ACH2000591,,5520.04,1067324.85,Insurance Revenue,DEPOSIT
2025-12-22,State Income Tax Withholding,CHK2000592,8426.03,,1058898.82,Tax Payment,WITHDRAWAL
2025-12-23,Specialty Pharma Distribution,WIR2000593,,834.32,1059733.14,Pharmacy Revenue,DEPOSIT
2025-12-25,Surgical Procedure Payment,CHK2000594,,553.72,1060286.86,Patient Revenue,DEPOSIT
2025-12-26,Surgical Instrument Sterilization,DEP2000595,4050.08,,1056236.78,Medical Supplies,WITHDRAWAL
2025-12-28,Resident Doctor Stipend,TXN2000596,13346.94,,1042889.84,Salary Expense,WITHDRAWAL
2025-12-29,Specialist Consultation,ACH2000597,,1740.50,1044630.34,Patient Revenue,DEPOSIT
2025-12-30,Lab Services - Blood Panel,WIR2000598,,1531.86,1046162.20,Lab Revenue,DEPOSIT
2025-12-31,Office Suite License,WIR2000599,1007.11,,1045155.09,Software Expense,WITHDRAWAL
