Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2025-01-08,Pharmacy Sales - Prescription Dispensing,REF1000491,,4594.50,441473.91,Pharmacy Revenue,DEPOSIT
2025-01-10,Patient Payment - Outpatient Treatment,TXN1000492,,2262.08,443735.99,Patient Revenue,DEPOSIT
2025-01-13,Medical Supplies - Catheter Kits,INV1000493,1368.85,,442367.14,Medical Supplies,WITHDRAWAL
2025-01-16,Staff Payroll - Security,TXN1000494,4394.88,,437972.26,Salary Expense,WITHDRAWAL
2025-01-17,Bank Fee - Overdraft,ACH1000495,80.99,,437891.27,Bank Fees,WITHDRAWAL
2025-01-18,Lab Revenue - Blood Tests,ACH1000496,,1401.29,439292.56,Lab Revenue,DEPOSIT
2025-01-20,Lab Revenue - Chemistry Analysis,ACH1000497,,1724.44,441017.00,Lab Revenue,DEPOSIT
2025-01-22,Lab Revenue - COVID-19 Testing,EFT1000498,,2435.23,443452.23,Lab Revenue,DEPOSIT
2025-01-23,Patient Payment - Physical Therapy,REF1000499,,673.42,444125.65,Patient Revenue,DEPOSIT
2025-01-24,Transfer - Operating to Savings,INV1000500,,8885.51,453011.16,Transfer,TRANSFER
2025-01-25,Software Subscription - EHR System,REF1000501,1128.21,,451882.95,Software Expense,WITHDRAWAL
2025-01-26,Patient Payment - Vaccination Services,CHK1000502,,127.75,452010.70,Patient Revenue,DEPOSIT
2025-01-28,Patient Payment - Lab Tests,EFT1000503,,1926.28,453936.98,Patient Revenue,DEPOSIT
2025-01-29,Utility Payment - Internet & Phone,CHK1000504,1248.92,,452688.06,Utilities,WITHDRAWAL
2025-02-01,Lab Revenue - Chemistry Analysis,EFT1000505,,1173.76,453861.82,Lab Revenue,DEPOSIT
2025-02-03,Maintenance - Equipment Calibration,EFT1000506,1756.11,,452105.71,Maintenance,WITHDRAWAL
2025-02-07,Insurance Reimbursement - Aetna,ACH1000507,,3087.87,455193.58,Insurance Revenue,DEPOSIT
2025-02-12,Pharmacy Sales - Specialty Drugs,TXN1000508,,724.00,455917.58,Pharmacy Revenue,DEPOSIT
2025-02-13,Patient Payment - Dr. Smith Consultation,CHK1000509,,2447.30,458364.88,Patient Revenue,DEPOSIT
2025-02-16,Maintenance - Building Inspection,ACH1000510,1770.00,,456594.88,Maintenance,WITHDRAWAL
2025-02-17,Pharmacy Sales - Over-the-Counter,INV1000511,,1312.81,457907.69,Pharmacy Revenue,DEPOSIT
2025-02-18,Patient Payment - Surgery Room,EFT1000512,,511.78,458419.47,Patient Revenue,DEPOSIT
2025-02-19,Transfer - Operating to Savings,ACH1000513,967.15,,457452.32,Transfer,TRANSFER
2025-02-20,Transfer - Operating to Savings,ACH1000514,,3989.66,461441.98,Transfer,TRANSFER
2025-02-22,Patient Payment - Vaccination Services,EFT1000515,,1514.57,462956.55,Patient Revenue,DEPOSIT
2025-02-24,Patient Payment - Imaging Services,CHK1000516,,1864.33,464820.88,Patient Revenue,DEPOSIT
2025-02-25,Lab Revenue - Pathology Services,DEP1000517,,1653.80,466474.68,Lab Revenue,DEPOSIT
2025-02-28,Patient Payment - Lab Tests,INV1000518,,1284.54,467759.22,Patient Revenue,DEPOSIT
2025-03-01,Insurance Reimbursement - Vision Benefits,ACH1000519,,5124.10,472883.32,Insurance Revenue,DEPOSIT
2025-03-02,Transfer - Loan Repayment,TXN1000520,,12366.55,485249.87,Transfer,TRANSFER
2025-03-03,Maintenance - Pest Control,INV1000521,896.82,,484353.05,Maintenance,WITHDRAWAL
2025-03-04,Insurance Reimbursement - Blue Cross,ACH1000522,,8572.41,492925.46,Insurance Revenue,DEPOSIT
2025-03-05,Tax Payment - State Income Tax,CHK1000523,6633.94,,486291.52,Tax Payment,WITHDRAWAL
2025-03-06,Lease Payment - Parking Facility,INV1000524,5140.65,,481150.87,Rent Expense,WITHDRAWAL
2025-03-07,Utility Payment - Internet & Phone,INV1000525,2071.61,,479079.26,Utilities,WITHDRAWAL
2025-03-08,Software Subscription - Antivirus,INV1000526,875.69,,478203.57,Software Expense,WITHDRAWAL
2025-03-09,Pharmacy Sales - Over-the-Counter,CHK1000527,,3796.64,482000.21,Pharmacy Revenue,DEPOSIT
2025-03-13,Insurance Reimbursement - Cigna,EFT1000528,,4860.68,486860.89,Insurance Revenue,DEPOSIT
2025-03-16,Patient Payment - Vaccination Services,ACH1000529,,2291.12,489152.01,Patient Revenue,DEPOSIT
2025-03-18,Pharmacy Sales - Injectable Medications,TXN1000530,,2830.71,491982.72,Pharmacy Revenue,DEPOSIT
2025-03-19,Pharmacy Sales - Over-the-Counter,INV1000531,,1349.48,493332.20,Pharmacy Revenue,DEPOSIT
2025-03-20,Utility Payment - Electricity,DEP1000532,2344.45,,490987.75,Utilities,WITHDRAWAL
2025-03-21,Pharmacy Sales - Prescription Dispensing,DEP1000533,,2724.61,493712.36,Pharmacy Revenue,DEPOSIT
2025-03-23,Patient Payment - Dr. Smith Consultation,EFT1000534,,707.73,494420.09,Patient Revenue,DEPOSIT
2025-03-26,Medical Supplies - Wound Dressing,REF1000535,508.47,,493911.62,Medical Supplies,WITHDRAWAL
2025-03-28,Patient Payment - Dental Services,ACH1000536,,1824.55,495736.17,Patient Revenue,DEPOSIT
2025-03-29,Insurance Reimbursement - Anthem,INV1000537,,3528.89,499265.06,Insurance Revenue,DEPOSIT
2025-03-30,Insurance Reimbursement - Blue Cross,TXN1000538,,3571.21,502836.27,Insurance Revenue,DEPOSIT
2025-03-31,Tax Payment - Federal Income Tax,DEP1000539,7721.91,,495114.36,Tax Payment,WITHDRAWAL
2025-04-01,Staff Payroll - Administrative,EFT1000540,11347.52,,483766.84,Salary Expense,WITHDRAWAL
2025-04-04,Insurance Reimbursement - Humana,ACH1000541,,13769.33,497536.17,Insurance Revenue,DEPOSIT
2025-04-05,Insurance Reimbursement - Medicare,ACH1000542,,6019.60,503555.77,Insurance Revenue,DEPOSIT
2025-04-06,Utility Payment - Natural Gas,INV1000543,1116.84,,502438.93,Utilities,WITHDRAWAL
2025-04-07,Staff Payroll - Security,DEP1000544,8592.05,,493846.88,Salary Expense,WITHDRAWAL
2025-04-08,Bank Fee - Check Processing,INV1000545,117.82,,493729.06,Bank Fees,WITHDRAWAL
2025-04-12,Insurance Reimbursement - Medicaid,REF1000546,,5037.37,498766.43,Insurance Revenue,DEPOSIT
2025-04-13,Lease Payment - Medical Equipment,REF1000547,7223.76,,491542.67,Rent Expense,WITHDRAWAL
2025-04-14,Insurance Reimbursement - Dental Benefits,ACH1000548,,14053.99,505596.66,Insurance Revenue,DEPOSIT
2025-04-21,Bank Fee - Check Processing,TXN1000549,54.85,,505541.81,Bank Fees,WITHDRAWAL
2025-04-23,Insurance Reimbursement - Cigna,DEP1000550,,6007.68,511549.49,Insurance Revenue,DEPOSIT
2025-04-26,Insurance Reimbursement - Anthem,EFT1000551,,8484.32,520033.81,Insurance Revenue,DEPOSIT
2025-04-27,Insurance Reimbursement - Medicare,CHK1000552,,11568.73,531602.54,Insurance Revenue,DEPOSIT
2025-04-28,Bank Fee - Check Processing,EFT1000553,77.21,,531525.33,Bank Fees,WITHDRAWAL
2025-04-30,Pharmacy Sales - Over-the-Counter,ACH1000554,,785.80,532311.13,Pharmacy Revenue,DEPOSIT
2025-05-01,Staff Payroll - Technicians,ACH1000555,14002.79,,518308.34,Salary Expense,WITHDRAWAL
2025-05-03,Utility Payment - Electricity,DEP1000556,1547.89,,516760.45,Utilities,WITHDRAWAL
2025-05-05,Patient Payment - Dr. Smith Consultation,CHK1000557,,1922.63,518683.08,Patient Revenue,DEPOSIT
2025-05-06,Patient Payment - Imaging Services,TXN1000558,,216.52,518899.60,Patient Revenue,DEPOSIT
2025-05-07,Patient Payment - Imaging Services,INV1000559,,1289.05,520188.65,Patient Revenue,DEPOSIT
2025-05-10,Patient Payment - Dental Services,ACH1000560,,1612.44,521801.09,Patient Revenue,DEPOSIT
2025-05-11,Staff Payroll - Security,ACH1000561,3188.78,,518612.31,Salary Expense,WITHDRAWAL
2025-05-12,Staff Payroll - Cleaning Crew,ACH1000562,3142.21,,515470.10,Salary Expense,WITHDRAWAL
2025-05-15,Bank Fee - ACH Processing,INV1000563,87.32,,515382.78,Bank Fees,WITHDRAWAL
2025-05-16,Patient Payment - Outpatient Treatment,EFT1000564,,2042.24,517425.02,Patient Revenue,DEPOSIT
2025-05-17,Lab Revenue - Pathology Services,REF1000565,,388.02,517813.04,Lab Revenue,DEPOSIT
2025-05-18,Staff Payroll - Technicians,ACH1000566,5891.63,,511921.41,Salary Expense,WITHDRAWAL
2025-05-19,Staff Payroll - Billing Department,INV1000567,12782.57,,499138.84,Salary Expense,WITHDRAWAL
2025-05-20,Pharmacy Sales - Prescription Dispensing,CHK1000568,,1927.95,501066.79,Pharmacy Revenue,DEPOSIT
2025-05-21,Lab Revenue - Genetic Testing,EFT1000569,,786.38,501853.17,Lab Revenue,DEPOSIT
2025-05-22,Insurance Reimbursement - Medicare,DEP1000570,,10418.60,512271.77,Insurance Revenue,DEPOSIT
2025-05-24,Patient Payment - Dr. Smith Consultation,CHK1000571,,279.08,512550.85,Patient Revenue,DEPOSIT
2025-05-26,Pharmacy Sales - Specialty Drugs,EFT1000572,,2432.42,514983.27,Pharmacy Revenue,DEPOSIT
2025-05-27,Patient Payment - Lab Tests,DEP1000573,,252.58,515235.85,Patient Revenue,DEPOSIT
2025-05-28,Lab Revenue - COVID-19 Testing,ACH1000574,,2369.30,517605.15,Lab Revenue,DEPOSIT
2025-05-29,Patient Payment - Outpatient Treatment,TXN1000575,,2301.92,519907.07,Patient Revenue,DEPOSIT
2025-05-30,Insurance Reimbursement - Vision Benefits,REF1000576,,7394.75,527301.82,Insurance Revenue,DEPOSIT
2025-05-31,Patient Payment - Surgery Room,ACH1000577,,2253.31,529555.13,Patient Revenue,DEPOSIT
2025-06-02,Maintenance - HVAC Service,DEP1000578,784.26,,528770.87,Maintenance,WITHDRAWAL
2025-06-03,Insurance Reimbursement - Blue Cross,ACH1000579,,14441.30,543212.17,Insurance Revenue,DEPOSIT
2025-06-04,Patient Payment - Physical Therapy,INV1000580,,2325.74,545537.91,Patient Revenue,DEPOSIT
2025-06-05,Patient Payment - Dental Services,DEP1000581,,639.16,546177.07,Patient Revenue,DEPOSIT
2025-06-06,Pharmacy Sales - Specialty Drugs,DEP1000582,,1725.48,547902.55,Pharmacy Revenue,DEPOSIT
2025-06-08,Tax Payment - State Income Tax,EFT1000583,8114.48,,539788.07,Tax Payment,WITHDRAWAL
2025-06-09,Bank Fee - Monthly Maintenance,INV1000584,82.61,,539705.46,Bank Fees,WITHDRAWAL
2025-06-10,Patient Payment - Emergency Room Visit,DEP1000585,,1120.87,540826.33,Patient Revenue,DEPOSIT
2025-06-11,Patient Payment - Medication Dispensing,ACH1000586,,1532.66,542358.99,Patient Revenue,DEPOSIT
2025-06-12,Medical Supplies - Oxygen Supplies,INV1000587,7757.58,,534601.41,Medical Supplies,WITHDRAWAL
2025-06-14,Patient Payment - Surgery Room,CHK1000588,,1969.69,536571.10,Patient Revenue,DEPOSIT
2025-06-15,Staff Payroll - Administrative,CHK1000589,7269.73,,529301.37,Salary Expense,WITHDRAWAL
2025-06-17,Lab Revenue - Pathology Services,EFT1000590,,2063.11,531364.48,Lab Revenue,DEPOSIT
2025-06-18,Pharmacy Sales - Prescription Dispensing,INV1000591,,3883.62,535248.10,Pharmacy Revenue,DEPOSIT
2025-06-20,Insurance Reimbursement - Aetna,TXN1000592,,1689.55,536937.65,Insurance Revenue,DEPOSIT
2025-06-21,Pharmacy Sales - Over-the-Counter,INV1000593,,3724.31,540661.96,Pharmacy Revenue,DEPOSIT
2025-06-22,Pharmacy Sales - Prescription Dispensing,INV1000594,,548.45,541210.41,Pharmacy Revenue,DEPOSIT
2025-06-23,Lab Revenue - Microbiology Testing,REF1000595,,2301.94,543512.35,Lab Revenue,DEPOSIT
2025-06-25,Patient Payment - Emergency Room Visit,CHK1000596,,509.11,544021.46,Patient Revenue,DEPOSIT
2025-06-27,Lease Payment - Parking Facility,REF1000597,5309.88,,538711.58,Rent Expense,WITHDRAWAL
2025-06-29,Pharmacy Sales - Specialty Drugs,ACH1000598,,556.01,539267.59,Pharmacy Revenue,DEPOSIT
2025-06-30,Insurance Reimbursement - Humana,CHK1000599,,678.94,539946.53,Insurance Revenue,DEPOSIT
