Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2025-02-11,Advanced Genomic Testing,REF3000528,,2832.47,1055179.73,Lab Revenue,DEPOSIT
2025-02-12,Pharmaceutical Wholesale Markup,INV3000529,,1658.26,1056837.99,Pharmacy Revenue,DEPOSIT
2025-02-13,Operating Room Bill,DEP3000530,,522.14,1057360.13,Patient Revenue,DEPOSIT
2025-02-15,Urgent Care Visit,REF3000531,,286.92,1057647.05,Patient Revenue,DEPOSIT
2025-02-16,Medicare Part B Claim,BAL3000532,,15393.40,1073040.45,Insurance Revenue,DEPOSIT
2025-02-18,Lift System Maintenance,ACH3000533,649.58,,1072390.87,Maintenance,WITHDRAWAL
2025-02-21,Diagnostic Services,CHK3000534,,3248.30,1075639.17,Patient Revenue,DEPOSIT
2025-02-24,MRI Scanner Module,CHK3000535,27200.45,,1048438.72,Equipment,WITHDRAWAL
2025-02-26,Dental Plan Reimbursement,WIR3000536,,9743.43,1058182.15,Insurance Revenue,DEPOSIT
2025-03-03,Diagnostic Services,TXN3000537,,1404.94,1059587.09,Patient Revenue,DEPOSIT
2025-03-04,Quarterly Tax Estimate,BAL3000538,10957.40,,1048629.69,Tax Payment,WITHDRAWAL
2025-03-05,Advanced Wound Care,CHK3000539,954.00,,1047675.69,Medical Supplies,WITHDRAWAL
2025-03-08,Health Records System License,REF3000540,3296.09,,1044379.60,Software Expense,WITHDRAWAL
2025-03-10,Medical Image Archive,REF3000541,1088.54,,1043291.06,Software Expense,WITHDRAWAL
2025-03-12,Surgical Robot System,ACH3000542,22415.70,,1020875.36,Equipment,WITHDRAWAL
2025-03-15,Clinical Fellow Stipend,DEP3000543,9784.20,,1011091.16,Salary Expense,WITHDRAWAL
2025-03-16,Nursing Staff Payroll,REF3000544,11842.30,,999248.86,Salary Expense,WITHDRAWAL
2025-03-18,Vaccination Administration,EFT3000545,,2253.86,1001502.72,Patient Revenue,DEPOSIT
2025-03-19,Vaccination Administration,DEP3000546,,2214.29,1003717.01,Patient Revenue,DEPOSIT
2025-03-21,Advanced Genomic Testing,DEP3000547,,1189.77,1004906.78,Lab Revenue,DEPOSIT
2025-03-22,Environmental Services,ACH3000548,7591.63,,997315.15,Salary Expense,WITHDRAWAL
2025-03-24,Prescription Filling Revenue,WIR3000549,,2758.58,1000073.73,Pharmacy Revenue,DEPOSIT
2025-03-26,Waste Disposal,EFT3000550,1101.16,,998972.57,Utilities,WITHDRAWAL
2025-03-27,Professional Cleaning Service,EFT3000551,2733.41,,996239.16,Maintenance,WITHDRAWAL
2025-03-29,Reimbursement - Humana Plus,CHK3000552,,5619.70,1001858.86,Insurance Revenue,DEPOSIT
2025-03-30,Reimbursement - Anthem Select,CHK3000553,,16037.98,1017896.84,Insurance Revenue,DEPOSIT
2025-03-31,Injectable Medication Sales,EFT3000554,,2651.84,1020548.68,Pharmacy Revenue,DEPOSIT
2025-04-01,Specialty Drug Sales,TXN3000555,,1081.64,1021630.32,Pharmacy Revenue,DEPOSIT
2025-04-02,Imaging Center Payment,WIR3000556,,369.73,1022000.05,Patient Revenue,DEPOSIT
2025-04-03,Drug Administration Fee,REF3000557,,1998.65,1023998.70,Patient Revenue,DEPOSIT
2025-04-04,Reimbursement - United Healthcare,DEP3000558,,18572.23,1042570.93,Insurance Revenue,DEPOSIT
2025-04-05,Emergency Room Charges,INV3000559,,289.53,1042860.46,Patient Revenue,DEPOSIT
2025-04-07,Plumbing System Service,CHK3000560,3290.33,,1039570.13,Maintenance,WITHDRAWAL
2025-04-09,Emergency Room Charges,BAL3000561,,3100.33,1042670.46,Patient Revenue,DEPOSIT
2025-04-10,Expansion Initiative,EFT3000562,13880.07,,1028790.39,Transfer,TRANSFER
2025-04-11,State Medicaid Program,TXN3000563,,22580.19,1051370.58,Insurance Revenue,DEPOSIT
2025-04-13,Operating Room Bill,DEP3000564,,3190.54,1054561.12,Patient Revenue,DEPOSIT
2025-04-14,Reimbursement - Aetna Health,WIR3000565,,13947.84,1068508.96,Insurance Revenue,DEPOSIT
2025-04-16,Medical Lab Technician,CHK3000566,14696.14,,1053812.82,Salary Expense,WITHDRAWAL
2025-04-17,Reimbursement - Blue Cross Blue Shield,CHK3000567,,18164.13,1071976.95,Insurance Revenue,DEPOSIT
2025-04-19,Comprehensive Metabolic Panel,BAL3000568,,349.18,1072326.13,Lab Revenue,DEPOSIT
2025-04-23,Over-the-Counter Sales,ACH3000569,,5306.14,1077632.27,Pharmacy Revenue,DEPOSIT
2025-04-24,Dental Plan Reimbursement,CHK3000570,,2703.27,1080335.54,Insurance Revenue,DEPOSIT
2025-04-27,Drug Administration Fee,ACH3000571,,1427.56,1081763.10,Patient Revenue,DEPOSIT
2025-04-28,Patient Beds and Mattresses,EFT3000572,10869.88,,1070893.22,Medical Supplies,WITHDRAWAL
2025-04-29,Reimbursement - Anthem Select,REF3000573,,23206.09,1094099.31,Insurance Revenue,DEPOSIT
2025-04-30,Hypodermic Needles and Syringes,TXN3000574,546.03,,1093553.28,Medical Supplies,WITHDRAWAL
2025-05-01,Operating Room Bill,TXN3000575,,1322.21,1094875.49,Patient Revenue,DEPOSIT
2025-05-03,Controlled Substance Dispensing,BAL3000576,,5977.88,1100853.37,Pharmacy Revenue,DEPOSIT
2025-05-04,Urgent Care Visit,TXN3000577,,596.58,1101449.95,Patient Revenue,DEPOSIT
2025-05-05,Tissue Sample Analysis,CHK3000578,,4036.42,1105486.37,Lab Revenue,DEPOSIT
2025-05-06,Reimbursement - Aetna Health,EFT3000579,,5131.59,1110617.96,Insurance Revenue,DEPOSIT
2025-05-08,Pest Control Treatment,WIR3000580,588.49,,1110029.47,Maintenance,WITHDRAWAL
2025-05-11,Protective Gear and Clothing,INV3000581,9048.50,,1100980.97,Medical Supplies,WITHDRAWAL
2025-05-13,Business Income Tax,WIR3000582,6790.81,,1094190.16,Tax Payment,WITHDRAWAL
2025-05-15,Surgical Instrument Packs,REF3000583,10289.95,,1083900.21,Medical Supplies,WITHDRAWAL
2025-05-16,Emergency Room Charges,ACH3000584,,2410.09,1086310.30,Patient Revenue,DEPOSIT
2025-05-21,Diagnostic Services,BAL3000585,,2140.57,1088450.87,Patient Revenue,DEPOSIT
2025-05-25,Billing and Coding Staff,INV3000586,9897.98,,1078552.89,Salary Expense,WITHDRAWAL
2025-05-26,Imaging Center Payment,BAL3000587,,2692.95,1081245.84,Patient Revenue,DEPOSIT
2025-05-27,Emergency Power,WIR3000588,3471.30,,1077774.54,Utilities,WITHDRAWAL
2025-05-28,Business Income Tax,ACH3000589,4213.82,,1073560.72,Tax Payment,WITHDRAWAL
2025-05-29,Physical Therapy Session,INV3000590,,2848.77,1076409.49,Patient Revenue,DEPOSIT
2025-05-31,Medical Doctor Compensation,WIR3000591,7738.62,,1068670.87,Salary Expense,WITHDRAWAL
2025-06-01,Imaging Center Payment,REF3000592,,431.75,1069102.62,Patient Revenue,DEPOSIT
2025-06-04,Preventive Equipment Service,DEP3000593,1737.44,,1067365.18,Maintenance,WITHDRAWAL
2025-06-05,Reimbursement - Humana Plus,BAL3000594,,22541.65,1089906.83,Insurance Revenue,DEPOSIT
2025-06-08,Immunization Services,DEP3000595,,2819.98,1092726.81,Pharmacy Revenue,DEPOSIT
2025-06-10,Injectable Medication Sales,WIR3000596,,5425.31,1098152.12,Pharmacy Revenue,DEPOSIT
2025-06-12,Physical Therapy Session,BAL3000597,,776.08,1098928.20,Patient Revenue,DEPOSIT
2025-06-14,Surgical Instrument Packs,INV3000598,7446.50,,1091481.70,Medical Supplies,WITHDRAWAL
2025-06-15,Reimbursement - Humana Plus,DEP3000599,,3210.77,1094692.47,Insurance Revenue,DEPOSIT
2025-06-17,Patient Balance Settlement,WIR3000600,,2579.77,1097272.24,Patient Revenue,DEPOSIT
2025-06-20,Pest Control Treatment,EFT3000601,2869.50,,1094402.74,Maintenance,WITHDRAWAL
2025-06-24,Reimbursement - United Healthcare,REF3000602,,17579.56,1111982.30,Insurance Revenue,DEPOSIT
2025-06-26,Reimbursement - Aetna Health,BAL3000603,,22917.79,1134900.09,Insurance Revenue,DEPOSIT
2025-06-28,Imaging Center Payment,INV3000604,,690.04,1135590.13,Patient Revenue,DEPOSIT
2025-06-30,Pharmaceutical Wholesale Markup,INV3000605,,5405.91,1140996.04,Pharmacy Revenue,DEPOSIT
2025-07-02,Dental Plan Reimbursement,CHK3000606,,3725.72,1144721.76,Insurance Revenue,DEPOSIT
2025-07-06,Medical Doctor Compensation,REF3000607,8097.15,,1136624.61,Salary Expense,WITHDRAWAL
2025-07-10,Medical Oxygen Supply,INV3000608,2207.77,,1134416.84,Utilities,WITHDRAWAL
2025-07-14,Reimbursement - Humana Plus,CHK3000609,,4243.00,1138659.84,Insurance Revenue,DEPOSIT
2025-07-17,Consultation Fee,ACH3000610,,527.76,1139187.60,Patient Revenue,DEPOSIT
2025-07-20,Physical Therapy Session,EFT3000611,,2591.43,1141779.03,Patient Revenue,DEPOSIT
2025-07-25,State Income Withholding,ACH3000612,9143.28,,1132635.75,Tax Payment,WITHDRAWAL
2025-07-27,Medicare Part B Claim,BAL3000613,,19007.36,1151643.11,Insurance Revenue,DEPOSIT
2025-07-29,Vaccination Administration,CHK3000614,,148.93,1151792.04,Patient Revenue,DEPOSIT
2025-08-02,Reimbursement - Blue Cross Blue Shield,CHK3000615,,24199.25,1175991.29,Insurance Revenue,DEPOSIT
2025-08-03,Drape and Covering Supplies,EFT3000616,4186.73,,1171804.56,Medical Supplies,WITHDRAWAL
2025-08-04,Medicare Part B Claim,ACH3000617,,8943.62,1180748.18,Insurance Revenue,DEPOSIT
2025-08-05,Reimbursement - Blue Cross Blue Shield,TXN3000618,,13783.68,1194531.86,Insurance Revenue,DEPOSIT
2025-08-09,Administrative Personnel,CHK3000619,15469.81,,1179062.05,Salary Expense,WITHDRAWAL
2025-08-11,State Medicaid Program,BAL3000620,,18272.84,1197334.89,Insurance Revenue,DEPOSIT
2025-08-12,Prescription Filling Revenue,WIR3000621,,4912.53,1202247.42,Pharmacy Revenue,DEPOSIT
2025-08-13,Backup Generator Maintenance,BAL3000622,4316.28,,1197931.14,Utilities,WITHDRAWAL
2025-08-14,Reimbursement - Humana Plus,BAL3000623,,24861.11,1222792.25,Insurance Revenue,DEPOSIT
2025-08-15,Vaccination Administration,TXN3000624,,182.53,1222974.78,Patient Revenue,DEPOSIT
2025-08-16,Patient Balance Settlement,TXN3000625,,2420.84,1225395.62,Patient Revenue,DEPOSIT
2025-08-20,Physical Therapy Session,INV3000626,,726.54,1226122.16,Patient Revenue,DEPOSIT
2025-08-21,Reimbursement - Cigna PPO,INV3000627,,11011.89,1237134.05,Insurance Revenue,DEPOSIT
2025-08-22,Antibiotic Treatment,WIR3000628,,2617.31,1239751.36,Pharmacy Revenue,DEPOSIT
2025-08-23,Vaccination Administration,TXN3000629,,1407.14,1241158.50,Patient Revenue,DEPOSIT
2025-08-25,Reimbursement - Aetna Health,DEP3000630,,8159.92,1249318.42,Insurance Revenue,DEPOSIT
2025-08-26,Reimbursement - Cigna PPO,BAL3000631,,5924.36,1255242.78,Insurance Revenue,DEPOSIT
2025-08-28,Quality Assurance Testing,EFT3000632,,1203.50,1256446.28,Lab Revenue,DEPOSIT
2025-08-30,Drug Administration Fee,EFT3000633,,707.07,1257153.35,Patient Revenue,DEPOSIT
2025-09-01,Urgent Care Visit,BAL3000634,,1132.33,1258285.68,Patient Revenue,DEPOSIT
2025-09-02,Medical Doctor Compensation,INV3000635,12853.06,,1245432.62,Salary Expense,WITHDRAWAL
2025-09-04,State Medicaid Program,INV3000636,,24266.57,1269699.19,Insurance Revenue,DEPOSIT
2025-09-06,Medicare Part B Claim,BAL3000637,,12148.39,1281847.58,Insurance Revenue,DEPOSIT
2025-09-07,Consultation Fee,TXN3000638,,1959.19,1283806.77,Patient Revenue,DEPOSIT
2025-09-08,Prescription Filling Revenue,CHK3000639,,348.39,1284155.16,Pharmacy Revenue,DEPOSIT
2025-09-10,Billing and Coding Staff,TXN3000640,15468.59,,1268686.57,Salary Expense,WITHDRAWAL
2025-09-12,Laboratory Test Kits,ACH3000641,3426.16,,1265260.41,Medical Supplies,WITHDRAWAL
2025-09-15,Behavioral Health Reimbursement,INV3000642,,10712.12,1275972.53,Insurance Revenue,DEPOSIT
2025-09-20,Diagnostic Services,REF3000643,,3281.79,1279254.32,Patient Revenue,DEPOSIT
2025-09-23,Dental Plan Reimbursement,BAL3000644,,22319.98,1301574.30,Insurance Revenue,DEPOSIT
2025-09-24,Clinical Fellow Stipend,WIR3000645,9746.40,,1291827.90,Salary Expense,WITHDRAWAL
2025-09-25,Reimbursement - Anthem Select,ACH3000646,,8989.43,1300817.33,Insurance Revenue,DEPOSIT
2025-09-27,Reimbursement - Aetna Health,DEP3000647,,4246.18,1305063.51,Insurance Revenue,DEPOSIT
2025-09-29,Heating and Cooling,EFT3000648,2580.38,,1302483.13,Utilities,WITHDRAWAL
2025-10-01,Billing and Coding Staff,INV3000649,6384.95,,1296098.18,Salary Expense,WITHDRAWAL
2025-10-04,Medical Doctor Compensation,EFT3000650,7444.26,,1288653.92,Salary Expense,WITHDRAWAL
2025-10-05,Thyroid Function Panel,EFT3000651,,4377.67,1293031.59,Lab Revenue,DEPOSIT
2025-10-06,Consultation Fee,TXN3000652,,1758.51,1294790.10,Patient Revenue,DEPOSIT
2025-10-07,Tissue Sample Analysis,DEP3000653,,570.04,1295360.14,Lab Revenue,DEPOSIT
2025-10-08,Operating Room Bill,ACH3000654,,3161.52,1298521.66,Patient Revenue,DEPOSIT
2025-10-09,Nursing Staff Payroll,ACH3000655,12256.38,,1286265.28,Salary Expense,WITHDRAWAL
2025-10-10,Imaging Center Payment,WIR3000656,,2320.39,1288585.67,Patient Revenue,DEPOSIT
2025-10-12,Behavioral Health Reimbursement,TXN3000657,,20711.25,1309296.92,Insurance Revenue,DEPOSIT
2025-10-13,Sales and Use Tax,WIR3000658,15309.79,,1293987.13,Tax Payment,WITHDRAWAL
2025-10-14,Medical Lab Technician,INV3000659,10723.59,,1283263.54,Salary Expense,WITHDRAWAL
2025-10-15,Visiting Specialist Fees,EFT3000660,13721.74,,1269541.80,Salary Expense,WITHDRAWAL
2025-10-16,Advanced Genomic Testing,WIR3000661,,3162.56,1272704.36,Lab Revenue,DEPOSIT
2025-10-17,Diagnostic Services,REF3000662,,1508.05,1274212.41,Patient Revenue,DEPOSIT
2025-10-18,Administrative Personnel,ACH3000663,10645.93,,1263566.48,Salary Expense,WITHDRAWAL
2025-10-19,Over-the-Counter Sales,BAL3000664,,6063.52,1269630.00,Pharmacy Revenue,DEPOSIT
2025-10-20,Campus Security,EFT3000665,14132.08,,1255497.92,Salary Expense,WITHDRAWAL
2025-10-23,Pharmaceutical Wholesale Markup,REF3000666,,5265.37,1260763.29,Pharmacy Revenue,DEPOSIT
2025-10-24,Information Technology,DEP3000667,19005.65,,1241757.64,Salary Expense,WITHDRAWAL
2025-10-25,Prescription Filling Revenue,REF3000668,,922.97,1242680.61,Pharmacy Revenue,DEPOSIT
2025-10-30,Physical Therapy Session,WIR3000669,,2995.34,1245675.95,Patient Revenue,DEPOSIT
2025-11-01,Specialty Drug Sales,DEP3000670,,4088.83,1249764.78,Pharmacy Revenue,DEPOSIT
2025-11-03,Billing and Coding Staff,ACH3000671,8137.48,,1241627.30,Salary Expense,WITHDRAWAL
2025-11-07,Medicare Part B Claim,ACH3000672,,24432.67,1266059.97,Insurance Revenue,DEPOSIT
2025-11-09,Complete Blood Count Test,ACH3000673,,1639.29,1267699.26,Lab Revenue,DEPOSIT
2025-11-13,Allergy Testing Panel,DEP3000674,,1041.07,1268740.33,Lab Revenue,DEPOSIT
2025-11-14,Information Technology,ACH3000675,5286.11,,1263454.22,Salary Expense,WITHDRAWAL
2025-11-15,Waste Disposal,WIR3000676,2347.04,,1261107.18,Utilities,WITHDRAWAL
2025-11-16,Antibiotic Treatment,DEP3000677,,4533.21,1265640.39,Pharmacy Revenue,DEPOSIT
2025-11-18,Urgent Care Visit,TXN3000678,,3017.99,1268658.38,Patient Revenue,DEPOSIT
2025-11-21,Advanced Genomic Testing,EFT3000679,,4008.08,1272666.46,Lab Revenue,DEPOSIT
2025-11-23,Vaccination Administration,REF3000680,,331.02,1272997.48,Patient Revenue,DEPOSIT
2025-11-27,Visiting Specialist Fees,TXN3000681,16259.13,,1256738.35,Salary Expense,WITHDRAWAL
2025-11-29,Administrative Personnel,DEP3000682,8796.89,,1247941.46,Salary Expense,WITHDRAWAL
2025-12-03,Urgent Care Visit,EFT3000683,,841.26,1248782.72,Patient Revenue,DEPOSIT
2025-12-04,Immunization Services,CHK3000684,,2902.89,1251685.61,Pharmacy Revenue,DEPOSIT
2025-12-09,Reimbursement - Blue Cross Blue Shield,CHK3000685,,9003.67,1260689.28,Insurance Revenue,DEPOSIT
2025-12-11,Reimbursement - Cigna PPO,ACH3000686,,13275.80,1273965.08,Insurance Revenue,DEPOSIT
2025-12-13,Diagnostic Services,REF3000687,,2345.75,1276310.83,Patient Revenue,DEPOSIT
2025-12-14,Consultation Fee,INV3000688,,310.97,1276621.80,Patient Revenue,DEPOSIT
2025-12-15,Reimbursement - Cigna PPO,DEP3000689,,11635.67,1288257.47,Insurance Revenue,DEPOSIT
2025-12-16,State Medicaid Program,DEP3000690,,8120.02,1296377.49,Insurance Revenue,DEPOSIT
2025-12-17,Culture and Sensitivity,EFT3000691,,2946.73,1299324.22,Lab Revenue,DEPOSIT
2025-12-18,Sales and Use Tax,ACH3000692,15519.87,,1283804.35,Tax Payment,WITHDRAWAL
2025-12-19,Medical Oxygen Supply,WIR3000693,2939.20,,1280865.15,Utilities,WITHDRAWAL
2025-12-22,Bedside Monitor System,REF3000694,38350.81,,1242514.34,Equipment,WITHDRAWAL
2025-12-26,State Medicaid Program,BAL3000695,,3547.45,1246061.79,Insurance Revenue,DEPOSIT
2025-12-28,Water Treatment Services,TXN3000696,3579.09,,1242482.70,Utilities,WITHDRAWAL
2025-12-29,Protection Plan,TXN3000697,52.20,,1242430.50,Bank Fees,WITHDRAWAL
2025-12-30,Urgent Care Visit,WIR3000698,,3171.36,1245601.86,Patient Revenue,DEPOSIT
2025-12-31,Behavioral Health Reimbursement,DEP3000699,,12384.43,1257986.29,Insurance Revenue,DEPOSIT
